sysbench 1.0.18 (using system LuaJIT 2.1.0-beta3)

Running the test with following options:
Number of threads: 32
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Extra file open flags: directio
25 files, 4GiB each
100GiB total file size
Block size 16KiB
Number of IO requests: 0
Read/Write ratio for combined random IO test: 1.50
Using asynchronous I/O mode
Doing random r/w test
Initializing worker threads...

Threads started!

[ 193s ] reads: 489.72 MiB/s writes: 365.01 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.861
[ 194s ] reads: 207.25 MiB/s writes: 125.52 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.702
[ 195s ] reads: 495.92 MiB/s writes: 312.83 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.020
[ 196s ] reads: 289.20 MiB/s writes: 328.19 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.652
[ 197s ] reads: 400.23 MiB/s writes: 122.72 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.183
[ 198s ] reads: 459.61 MiB/s writes: 316.30 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.187
[ 199s ] reads: 175.45 MiB/s writes: 125.92 MiB/s fsyncs: 0.00/s latency (ms,95%): 8.130
[ 200s ] reads: 450.04 MiB/s writes: 311.41 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.187
[ 201s ] reads: 427.34 MiB/s writes: 302.50 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.425
[ 202s ] reads: 248.38 MiB/s writes: 84.21 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.985
[ 203s ] reads: 247.86 MiB/s writes: 417.40 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.748
[ 204s ] reads: 485.62 MiB/s writes: 116.68 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.737
[ 205s ] reads: 475.22 MiB/s writes: 331.68 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.187
[ 206s ] reads: 206.56 MiB/s writes: 267.96 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.669
[ 207s ] reads: 462.58 MiB/s writes: 139.41 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.885
[ 208s ] reads: 442.00 MiB/s writes: 365.64 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.187
[ 209s ] reads: 202.24 MiB/s writes: 113.77 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.565
[ 210s ] reads: 553.56 MiB/s writes: 302.62 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.913
[ 211s ] reads: 199.03 MiB/s writes: 355.02 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.373
[ 212s ] reads: 470.04 MiB/s writes: 100.61 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.487
[ 213s ] reads: 348.40 MiB/s writes: 379.91 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.615
[ 214s ] reads: 305.01 MiB/s writes: 90.68 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.433
[ 215s ] reads: 538.90 MiB/s writes: 349.47 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.130
[ 216s ] reads: 134.64 MiB/s writes: 308.90 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.470
[ 217s ] reads: 493.89 MiB/s writes: 123.77 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.407
[ 218s ] reads: 491.28 MiB/s writes: 317.28 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.364
